step,walltime,_timestamp,train/ret
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,0.6583375890485265
270880,2025-05-19 16:44:00.384345055,1747673040.384345,0.6537365713580088
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,0.6570340945712618
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,0.657159995874045
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,0.6551166131076488
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,0.6598195227886643
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,0.6598162504421039
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,0.664275540089285
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,0.6609591411026282
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,0.6591846219517968
302528,2025-05-19 17:02:06.410092115,1747674126.410092,0.6586681858779074
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,0.6590039066293023
309504,2025-05-19 17:06:06.319726944,1747674366.319727,0.6604833524950124
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,0.6607791184036581
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,0.6584615467624231
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,0.6621559523046017
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,0.6634105402637612
327104,2025-05-19 17:16:09.551645041,1747674969.551645,0.6634040316566825
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,0.6618249643896077
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,0.6642416204918514
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,0.6632262538480866
341152,2025-05-19 17:24:12.267472029,1747675452.267472,0.664792723605566
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,0.6639564335346222
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,0.6618873497979207
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,0.6645227708938447
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,0.6700160203686168
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,0.6649389061902728
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,0.668066538568284
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,0.6674267213355314
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,0.6703540273349393
372768,2025-05-19 17:42:17.485610008,1747676537.48561,0.6727278455047407
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,0.6773499362509359
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,0.6763552985749803
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,0.6759849856565664
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,0.6787216152657162
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,0.6791224047127697
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,0.6753349244255912
397440,2025-05-19 17:56:20.014700890,1747677380.014701,0.671134770990492
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,0.6720446214952447
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,0.6745748720088295
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,0.6744973705494189
411488,2025-05-19 18:04:22.756731033,1747677862.756731,0.674371493675492
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,0.6766233160286337
418592,2025-05-19 18:08:28.063162088,1747678108.063162,0.6763608503314826
422016,2025-05-19 18:10:24.031040907,1747678224.031041,0.6762700061722894
425568,2025-05-19 18:12:26.214601040,1747678346.214601,0.6770204734560605
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,0.6794609605588696
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,0.6816403725192891
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,0.6792731763341943
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,0.6830897712122614
443168,2025-05-19 18:22:28.293231010,1747678948.293231,0.6843369411522741
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,0.6822176781906323
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,0.6855279547875529
453664,2025-05-19 18:28:29.870342970,1747679309.870343,0.6843839331625778
457184,2025-05-19 18:30:29.126795052,1747679429.126795,0.6811792886392637
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,0.6808930133377109
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,0.6837102375247261
467808,2025-05-19 18:36:33.693484068,1747679793.693484,0.6820806372608688
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,0.6856382629247727
474784,2025-05-19 18:40:31.269820929,1747680031.269821,0.6864627200432799
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,0.6822771711593812
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,0.6857835737819021
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,0.6835370567730732
488864,2025-05-19 18:48:34.671777010,1747680514.671777,0.6855983088078262
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,0.6855805914849042
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,0.680857875459903
499456,2025-05-19 18:54:38.140048027,1747680878.140048,0.6822485172274437
