step,walltime,_timestamp,train/rep_ent
309504,2025-05-19 17:06:06.319726944,1747674366.319727,38.72940938119535
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,38.75681292473733
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,38.83472592180426
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,38.93071046176257
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,39.055034360018645
327104,2025-05-19 17:16:09.551645041,1747674969.551645,39.12571851853971
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,39.17812159254744
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,39.28755051439459
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,39.33657033164222
341152,2025-05-19 17:24:12.267472029,1747675452.267472,39.44349942697543
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,39.49451882989557
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,39.510772822119975
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,39.61858709942211
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,39.73556767712842
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,39.70637730126069
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,39.85021227759284
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,39.86165138622662
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,39.94200367494063
372768,2025-05-19 17:42:17.485610008,1747676537.48561,39.99723401916361
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,40.11254702047868
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,40.16229550902908
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,40.207056341944515
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,40.30018721927296
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,40.3951762119929
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,40.380018481341274
397440,2025-05-19 17:56:20.014700890,1747677380.014701,40.506921592059435
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,40.53314271703497
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,40.569194183171355
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,40.6348862605052
411488,2025-05-19 18:04:22.756731033,1747677862.756731,40.685758144205266
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,40.801298162958645
418592,2025-05-19 18:08:28.063162088,1747678108.063162,40.855697889585755
422016,2025-05-19 18:10:24.031040907,1747678224.031041,40.93919126564097
425568,2025-05-19 18:12:26.214601040,1747678346.214601,40.98251681714444
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,41.05111468922008
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,41.133067779712846
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,41.19579996074642
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,41.29039387390992
443168,2025-05-19 18:22:28.293231010,1747678948.293231,41.29749697607917
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,41.320344287698916
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,41.45911286757873
453664,2025-05-19 18:28:29.870342970,1747679309.870343,41.503435945956504
457184,2025-05-19 18:30:29.126795052,1747679429.126795,41.4830967946486
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,41.53997954377183
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,41.647850426760584
467808,2025-05-19 18:36:33.693484068,1747679793.693484,41.69137421169796
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,41.75387431074072
474784,2025-05-19 18:40:31.269820929,1747680031.269821,41.85488445975564
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,41.84971254365938
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,41.963369911367245
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,41.89623535562445
488864,2025-05-19 18:48:34.671777010,1747680514.671777,42.04411367038349
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,42.044116293300284
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,42.04577889313569
499456,2025-05-19 18:54:38.140048027,1747680878.140048,42.08204201351513
