step,walltime,_timestamp,train/opt/param_rms
7424,2025-05-19 14:13:18.715891600,1747663998.7158916,0.05037787885297663
10976,2025-05-19 14:15:19.126817703,1747664119.1268177,0.05056390471689336
14528,2025-05-19 14:17:24.113776684,1747664244.1137767,0.05075748186759852
17952,2025-05-19 14:19:23.748443127,1747664363.7484431,0.05089758734749717
21408,2025-05-19 14:21:22.528584956,1747664482.528585,0.05102064293654015
24928,2025-05-19 14:23:21.808706999,1747664601.808707,0.05113789744844491
28480,2025-05-19 14:25:22.201220512,1747664722.2012205,0.05125433519096659
32000,2025-05-19 14:27:23.998464584,1747664843.9984646,0.05136979900046506
35520,2025-05-19 14:29:26.774660826,1747664966.7746608,0.05148820393210785
38976,2025-05-19 14:31:25.416535378,1747665085.4165354,0.051612939771816684
42496,2025-05-19 14:33:24.623862505,1747665204.6238625,0.05174642690372738
46048,2025-05-19 14:35:24.900423050,1747665324.900423,0.05189447945638283
49600,2025-05-19 14:37:30.232481480,1747665450.2324815,0.052058502792607285
53024,2025-05-19 14:39:26.302659988,1747665566.30266,0.052239108317157376
56544,2025-05-19 14:41:27.877771854,1747665687.8777719,0.0524236891545694
60064,2025-05-19 14:43:27.133195162,1747665807.1331952,0.052628131401301785
63616,2025-05-19 14:45:27.449976921,1747665927.449977,0.05285016412066447
67168,2025-05-19 14:47:32.976355791,1747666052.9763558,0.05306461669487862
70560,2025-05-19 14:49:28.066052675,1747666168.0660527,0.05328175168097863
74112,2025-05-19 14:51:29.912664413,1747666289.9126644,0.053545798053377655
77632,2025-05-19 14:53:29.301014423,1747666409.3010144,0.05381019882519137
81184,2025-05-19 14:55:33.495652914,1747666533.495653,0.05408057105635201
84608,2025-05-19 14:57:31.609487772,1747666651.6094878,0.05435667015507678
88128,2025-05-19 14:59:30.891576290,1747666770.8915763,0.05475670161911032
91680,2025-05-19 15:01:32.696574688,1747666892.6965747,0.05513147239128614
95200,2025-05-19 15:03:31.982528448,1747667011.9825284,0.055469054758379405
