step,walltime,_timestamp,train/opt/param_rms
98752,2025-05-19 15:05:35.956784010,1747667135.956784,0.05576562060479511
102208,2025-05-19 15:07:34.754376411,1747667254.7543764,0.0561018353888627
105728,2025-05-19 15:09:34.115593433,1747667374.1155934,0.05639424347742037
109248,2025-05-19 15:11:35.514396667,1747667495.5143967,0.05665591171603988
112768,2025-05-19 15:13:38.380566597,1747667618.3805666,0.0568976922638037
116224,2025-05-19 15:15:35.537846088,1747667735.537846,0.0571169514786797
119776,2025-05-19 15:17:37.521825075,1747667857.521825,0.057336696885056326
123296,2025-05-19 15:19:36.949632168,1747667976.9496322,0.05757799024947665
126848,2025-05-19 15:21:38.916789532,1747668098.9167895,0.05782130699151674
130368,2025-05-19 15:23:42.053158283,1747668222.0531583,0.05808882151137699
133824,2025-05-19 15:25:39.286798239,1747668339.2867982,0.05837705355413534
137344,2025-05-19 15:27:40.796781063,1747668460.796781,0.058667443963614375
140864,2025-05-19 15:29:40.095939636,1747668580.0959396,0.05893897429870611
144416,2025-05-19 15:31:45.364200354,1747668705.3642004,0.05921062524640211
147840,2025-05-19 15:33:41.403523922,1747668821.403524,0.059474356050350674
151392,2025-05-19 15:35:41.824890614,1747668941.8248906,0.0596985993403438
154944,2025-05-19 15:37:43.630228281,1747669063.6302283,0.05989755318827323
158464,2025-05-19 15:39:42.913809299,1747669182.9138093,0.06008969743482091
161984,2025-05-19 15:41:47.782854080,1747669307.782854,0.06029097472148186
165408,2025-05-19 15:43:43.752321482,1747669423.7523215,0.06049497436000922
168960,2025-05-19 15:45:44.070061684,1747669544.0700617,0.060726679731496015
172512,2025-05-19 15:47:46.938723326,1747669666.9387233,0.0610452493954752
176000,2025-05-19 15:49:45.092893839,1747669785.0928938,0.06136645286113297
179552,2025-05-19 15:51:50.559637308,1747669910.5596373,0.06174212671514299
182976,2025-05-19 15:53:46.559751987,1747670026.559752,0.06215351354330778
186528,2025-05-19 15:55:46.973790169,1747670146.9737902,0.06257775792147259
190080,2025-05-19 15:57:49.351510048,1747670269.35151,0.06309178489184863
193600,2025-05-19 15:59:52.143643379,1747670392.1436434,0.06365384454415603
197056,2025-05-19 16:01:50.712171078,1747670510.712171,0.06419175163049388
200576,2025-05-19 16:03:49.956681252,1747670629.9566813,0.06469002885913307
204128,2025-05-19 16:05:50.349941730,1747670750.3499417,0.06512314183553597
207680,2025-05-19 16:07:52.163229465,1747670872.1632295,0.06551922085854384
211200,2025-05-19 16:09:54.990927219,1747670994.9909272,0.0658696906302463
214624,2025-05-19 16:11:52.929367304,1747671112.9293673,0.06617237001692301
218144,2025-05-19 16:13:52.174226761,1747671232.1742268,0.06642785764891992
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,0.06667777336294856
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,0.066958226003424
228672,2025-05-19 16:19:53.873765945,1747671593.873766,0.06735641966251849
232224,2025-05-19 16:21:55.888797998,1747671715.888798,0.06771524873067129
235744,2025-05-19 16:23:55.148148060,1747671835.148148,0.06802727820521051
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,0.06842016699715509
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,0.06886406936724712
246240,2025-05-19 16:29:56.853270054,1747672196.85327,0.06924742901311168
249792,2025-05-19 16:31:58.693293095,1747672318.693293,0.0696333804679615
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,0.07001565962352536
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,0.07042643610757214
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,0.07074574079295551
263840,2025-05-19 16:39:59.766632080,1747672799.766632,0.07104227146641774
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,0.07132825487377968
270880,2025-05-19 16:44:00.384345055,1747673040.384345,0.07160514447499405
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,0.07185814590906506
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,0.0721066218490402
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,0.0723621478558264
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,0.07259916400050258
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,0.0728195184587755
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,0.07302707135006115
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,0.07321252352688636
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,0.07339023202657699
302528,2025-05-19 17:02:06.410092115,1747674126.410092,0.07356119030029387
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,0.073743547456847
309504,2025-05-19 17:06:06.319726944,1747674366.319727,0.07391794405325695
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,0.0740950690364247
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,0.07429474311118776
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,0.07447565716968195
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,0.07468395024030046
327104,2025-05-19 17:16:09.551645041,1747674969.551645,0.07490396599664732
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,0.07509559090878512
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,0.07527775680646301
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,0.07546076090452639
341152,2025-05-19 17:24:12.267472029,1747675452.267472,0.07565725650464263
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,0.07588133281348525
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,0.07611412863162431
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,0.07635417640717192
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,0.0766118909106464
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,0.07686377401141642
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,0.07711395860423108
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,0.07737287034087621
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,0.07765571552921426
372768,2025-05-19 17:42:17.485610008,1747676537.48561,0.07794141673665737
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,0.07829366573555903
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,0.0785826535073218
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,0.07875170494924795
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,0.07894839854402975
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,0.07914032501651456
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,0.07935041338205337
397440,2025-05-19 17:56:20.014700890,1747677380.014701,0.07955128147459782
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,0.07974398874484741
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,0.07990541293451162
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,0.08004552131803992
411488,2025-05-19 18:04:22.756731033,1747677862.756731,0.08021641450680116
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,0.08041962880540539
418592,2025-05-19 18:08:28.063162088,1747678108.063162,0.08065198731885569
422016,2025-05-19 18:10:24.031040907,1747678224.031041,0.08088367388836135
425568,2025-05-19 18:12:26.214601040,1747678346.214601,0.08111322940503424
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,0.0813630488616499
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,0.08162018400826701
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,0.08188772147001179
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,0.08214761671897407
443168,2025-05-19 18:22:28.293231010,1747678948.293231,0.08241757528168393
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,0.0827260844070803
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,0.08302611882823545
453664,2025-05-19 18:28:29.870342970,1747679309.870343,0.08334182576215435
457184,2025-05-19 18:30:29.126795052,1747679429.126795,0.08365149779922583
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,0.0839154274194493
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,0.08420488509264859
467808,2025-05-19 18:36:33.693484068,1747679793.693484,0.08448329243204884
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,0.08476377035387689
474784,2025-05-19 18:40:31.269820929,1747680031.269821,0.08503002831712365
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,0.0852814809427605
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,0.08553115124390884
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,0.085775204649609
488864,2025-05-19 18:48:34.671777010,1747680514.671777,0.08602035210073532
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,0.08625851155004718
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,0.0864977724430663
499456,2025-05-19 18:54:38.140048027,1747680878.140048,0.0867330273782665
