step,walltime,_timestamp,train/con
7424,2025-05-19 14:13:18.715891600,1747663998.7158916,0.962824307095546
10976,2025-05-19 14:15:19.126817703,1747664119.1268177,0.9967248711634327
14528,2025-05-19 14:17:24.113776684,1747664244.1137767,0.9969101050147066
17952,2025-05-19 14:19:23.748443127,1747664363.7484431,0.9970069256759135
21408,2025-05-19 14:21:22.528584956,1747664482.528585,0.9970798998795174
24928,2025-05-19 14:23:21.808706999,1747664601.808707,0.9970086502080614
28480,2025-05-19 14:25:22.201220512,1747664722.2012205,0.9970272872764785
32000,2025-05-19 14:27:23.998464584,1747664843.9984646,0.9970257804475048
35520,2025-05-19 14:29:26.774660826,1747664966.7746608,0.9970204859294675
38976,2025-05-19 14:31:25.416535378,1747665085.4165354,0.9970092422294395
42496,2025-05-19 14:33:24.623862505,1747665204.6238625,0.997008838640018
46048,2025-05-19 14:35:24.900423050,1747665324.900423,0.9970061478985323
49600,2025-05-19 14:37:30.232481480,1747665450.2324815,0.9970018940868678
53024,2025-05-19 14:39:26.302659988,1747665566.30266,0.9970023915450149
56544,2025-05-19 14:41:27.877771854,1747665687.8777719,0.9969956414266066
60064,2025-05-19 14:43:27.133195162,1747665807.1331952,0.9969978226856752
63616,2025-05-19 14:45:27.449976921,1747665927.449977,0.9969960347757684
67168,2025-05-19 14:47:32.976355791,1747666052.9763558,0.9969976044318698
70560,2025-05-19 14:49:28.066052675,1747666168.0660527,0.9969998022435971
74112,2025-05-19 14:51:29.912664413,1747666289.9126644,0.9969982663253406
77632,2025-05-19 14:53:29.301014423,1747666409.3010144,0.9969981133937835
81184,2025-05-19 14:55:33.495652914,1747666533.495653,0.9969982041029243
84608,2025-05-19 14:57:31.609487772,1747666651.6094878,0.9969966700561693
88128,2025-05-19 14:59:30.891576290,1747666770.8915763,0.9969961554489353
91680,2025-05-19 15:01:32.696574688,1747666892.6965747,0.9969961890229234
95200,2025-05-19 15:03:31.982528448,1747667011.9825284,0.9969959809698842
98752,2025-05-19 15:05:35.956784010,1747667135.956784,0.9969946433966225
102208,2025-05-19 15:07:34.754376411,1747667254.7543764,0.9969950135521315
105728,2025-05-19 15:09:34.115593433,1747667374.1155934,0.9969962412660772
109248,2025-05-19 15:11:35.514396667,1747667495.5143967,0.9969960879873145
112768,2025-05-19 15:13:38.380566597,1747667618.3805666,0.996995958685875
116224,2025-05-19 15:15:35.537846088,1747667735.537846,0.996995324820832
119776,2025-05-19 15:17:37.521825075,1747667857.521825,0.996995434769102
123296,2025-05-19 15:19:36.949632168,1747667976.9496322,0.9969948793676766
126848,2025-05-19 15:21:38.916789532,1747668098.9167895,0.9969953175063606
130368,2025-05-19 15:23:42.053158283,1747668222.0531583,0.9969954055141319
133824,2025-05-19 15:25:39.286798239,1747668339.2867982,0.9969948475007657
137344,2025-05-19 15:27:40.796781063,1747668460.796781,0.9969950513406234
140864,2025-05-19 15:29:40.095939636,1747668580.0959396,0.9969947170127522
144416,2025-05-19 15:31:45.364200354,1747668705.3642004,0.9969947013903309
147840,2025-05-19 15:33:41.403523922,1747668821.403524,0.9969954415459499
151392,2025-05-19 15:35:41.824890614,1747668941.8248906,0.9969959907435082
154944,2025-05-19 15:37:43.630228281,1747669063.6302283,0.9969961448564185
158464,2025-05-19 15:39:42.913809299,1747669182.9138093,0.9969953711737286
161984,2025-05-19 15:41:47.782854080,1747669307.782854,0.9969952647658912
165408,2025-05-19 15:43:43.752321482,1747669423.7523215,0.9969952096031091
168960,2025-05-19 15:45:44.070061684,1747669544.0700617,0.9969960636383778
172512,2025-05-19 15:47:46.938723326,1747669666.9387233,0.9969957021174131
176000,2025-05-19 15:49:45.092893839,1747669785.0928938,0.9969954924709207
179552,2025-05-19 15:51:50.559637308,1747669910.5596373,0.9969959718821285
182976,2025-05-19 15:53:46.559751987,1747670026.559752,0.9969954268536835
186528,2025-05-19 15:55:46.973790169,1747670146.9737902,0.996996084513428
190080,2025-05-19 15:57:49.351510048,1747670269.35151,0.996996483891397
193600,2025-05-19 15:59:52.143643379,1747670392.1436434,0.9969962343573571
197056,2025-05-19 16:01:50.712171078,1747670510.712171,0.9969965376787715
200576,2025-05-19 16:03:49.956681252,1747670629.9566813,0.9969964854419231
204128,2025-05-19 16:05:50.349941730,1747670750.3499417,0.9969967069389584
207680,2025-05-19 16:07:52.163229465,1747670872.1632295,0.9969965652436823
211200,2025-05-19 16:09:54.990927219,1747670994.9909272,0.9969963784922253
214624,2025-05-19 16:11:52.929367304,1747671112.9293673,0.9969962232302283
218144,2025-05-19 16:13:52.174226761,1747671232.1742268,0.9969962340864268
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,0.9969962982981054
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,0.9969966770023913
228672,2025-05-19 16:19:53.873765945,1747671593.873766,0.9969958997914724
232224,2025-05-19 16:21:55.888797998,1747671715.888798,0.9969959162377022
235744,2025-05-19 16:23:55.148148060,1747671835.148148,0.996996674889868
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,0.9969961892914128
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,0.9969961255251825
246240,2025-05-19 16:29:56.853270054,1747672196.85327,0.996996700552837
249792,2025-05-19 16:31:58.693293095,1747672318.693293,0.9969965089280326
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,0.9969961488788778
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,0.9969958264951233
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,0.9969956953492429
263840,2025-05-19 16:39:59.766632080,1747672799.766632,0.9969957594844427
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,0.9969962099736387
270880,2025-05-19 16:44:00.384345055,1747673040.384345,0.996996199068698
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,0.9969964235484063
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,0.9969959914408348
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,0.9969963844526898
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,0.9969961378085721
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,0.9969956637783484
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,0.9969955533071682
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,0.9969962799799776
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,0.9969961288977753
302528,2025-05-19 17:02:06.410092115,1747674126.410092,0.99699596678083
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,0.9969963700256564
309504,2025-05-19 17:06:06.319726944,1747674366.319727,0.9969965585817894
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,0.9969961863380294
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,0.9969965953041207
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,0.9969960945146578
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,0.9969964325428009
327104,2025-05-19 17:16:09.551645041,1747674969.551645,0.9969967443633962
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,0.9969959704054369
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,0.9969963350079276
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,0.9969964105266709
341152,2025-05-19 17:24:12.267472029,1747675452.267472,0.996995754818493
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,0.9969967059992455
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,0.9969964294948361
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,0.9969961761073632
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,0.9969962941365199
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,0.9969969157860658
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,0.9969958074323766
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,0.996996246076919
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,0.9969959536736662
372768,2025-05-19 17:42:17.485610008,1747676537.48561,0.9969962359031784
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,0.9969960217448798
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,0.9969963237374753
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,0.9969964436179882
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,0.9969966408881274
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,0.9969971824299406
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,0.9969967348331755
397440,2025-05-19 17:56:20.014700890,1747677380.014701,0.9969968299070994
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,0.9969957459483061
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,0.9969959825138065
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,0.9969962774901777
411488,2025-05-19 18:04:22.756731033,1747677862.756731,0.9969972331415523
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,0.9969969476396973
418592,2025-05-19 18:08:28.063162088,1747678108.063162,0.9969965678614539
422016,2025-05-19 18:10:24.031040907,1747678224.031041,0.9969964406200659
425568,2025-05-19 18:12:26.214601040,1747678346.214601,0.9969964759709599
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,0.996997329863635
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,0.9969967641271986
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,0.9969967743969178
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,0.9969965658873041
443168,2025-05-19 18:22:28.293231010,1747678948.293231,0.996996800306144
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,0.9969970628619194
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,0.9969969011910327
453664,2025-05-19 18:28:29.870342970,1747679309.870343,0.9969967268755503
457184,2025-05-19 18:30:29.126795052,1747679429.126795,0.9969969399950721
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,0.9969964499946113
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,0.9969966832887043
467808,2025-05-19 18:36:33.693484068,1747679793.693484,0.9969973315795263
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,0.9969971684945954
474784,2025-05-19 18:40:31.269820929,1747680031.269821,0.9969966116276654
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,0.9969965416837383
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,0.9969972482459112
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,0.9969970483194899
488864,2025-05-19 18:48:34.671777010,1747680514.671777,0.9969964793270772
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,0.9969966683875431
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,0.9969970036868576
499456,2025-05-19 18:54:38.140048027,1747680878.140048,0.9969964431090789
