step,walltime,_timestamp,train/slowval
309504,2025-05-19 17:06:06.319726944,1747674366.319727,315.30119048224554
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,316.22107263513516
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,317.17315951260656
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,318.05467045414554
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,319.08191219676627
327104,2025-05-19 17:16:09.551645041,1747674969.551645,319.8431352685999
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,320.85896655245944
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,321.9877934195779
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,322.88397161810246
341152,2025-05-19 17:24:12.267472029,1747675452.267472,323.84287090836284
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,324.6006554268502
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,325.2532508850098
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,325.9459376595237
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,326.8110856752138
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,327.48782113333726
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,328.2681129043167
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,328.9514577367284
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,329.5926077062433
372768,2025-05-19 17:42:17.485610008,1747676537.48561,330.38231170511693
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,331.1796237598766
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,331.40835420075837
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,331.609364724374
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,332.0196608803489
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,332.260466893514
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,332.59648791226476
397440,2025-05-19 17:56:20.014700890,1747677380.014701,333.30724035727013
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,334.2533732921154
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,334.91712188720703
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,335.42283699104377
411488,2025-05-19 18:04:22.756731033,1747677862.756731,336.21467257412996
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,337.3136948937768
418592,2025-05-19 18:08:28.063162088,1747678108.063162,338.5125245446557
422016,2025-05-19 18:10:24.031040907,1747678224.031041,339.40755402039144
425568,2025-05-19 18:12:26.214601040,1747678346.214601,340.3362950161771
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,341.2491962432861
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,342.0298486658045
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,342.50605059099627
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,343.13742115341614
443168,2025-05-19 18:22:28.293231010,1747678948.293231,344.0979380908313
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,344.9786134546453
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,346.00288518269855
453664,2025-05-19 18:28:29.870342970,1747679309.870343,346.9212269292814
457184,2025-05-19 18:30:29.126795052,1747679429.126795,347.56434225602584
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,348.37492569931993
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,349.32152997797186
467808,2025-05-19 18:36:33.693484068,1747679793.693484,349.9643064962851
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,350.8564027150472
474784,2025-05-19 18:40:31.269820929,1747680031.269821,351.60944699374113
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,352.209524309313
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,352.9061808499423
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,353.5780539336028
488864,2025-05-19 18:48:34.671777010,1747680514.671777,354.28604184399853
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,354.968148318204
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,355.5922898988466
499456,2025-05-19 18:54:38.140048027,1747680878.140048,356.04598624489523
