step,walltime,_timestamp,train/adv_mag
302528,2025-05-19 17:02:06.410092115,1747674126.410092,0.05575906235288392
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,0.054940025063908916
309504,2025-05-19 17:06:06.319726944,1747674366.319727,0.05491051843165661
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,0.054191590462987486
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,0.05448847750455819
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,0.05440528029659847
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,0.052847447275946084
327104,2025-05-19 17:16:09.551645041,1747674969.551645,0.052913306880293894
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,0.05273905217328721
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,0.05278059781359678
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,0.052513069913697405
341152,2025-05-19 17:24:12.267472029,1747675452.267472,0.051994791524223635
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,0.051196530733995875
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,0.05107659466818652
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,0.05079477128826759
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,0.049980127860934614
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,0.05029361225908326
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,0.04935153246949519
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,0.049032295340890285
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,0.048390471998771487
372768,2025-05-19 17:42:17.485610008,1747676537.48561,0.0476686319022953
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,0.047286148293113166
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,0.04754065826266735
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,0.0475445503834635
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,0.04688599666538225
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,0.04658940214991431
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,0.04673086772884496
397440,2025-05-19 17:56:20.014700890,1747677380.014701,0.04814085646045839
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,0.04871645837451692
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,0.048504820913859756
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,0.04898520358124966
411488,2025-05-19 18:04:22.756731033,1747677862.756731,0.04866762506690892
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,0.04848029197671929
418592,2025-05-19 18:08:28.063162088,1747678108.063162,0.048403518643599375
422016,2025-05-19 18:10:24.031040907,1747678224.031041,0.04906103727799431
425568,2025-05-19 18:12:26.214601040,1747678346.214601,0.04955289040499174
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,0.04980207832784138
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,0.05021771528917524
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,0.05045183503849281
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,0.0508282055695341
443168,2025-05-19 18:22:28.293231010,1747678948.293231,0.05061455540828877
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,0.05154927920296111
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,0.05066451260417297
453664,2025-05-19 18:28:29.870342970,1747679309.870343,0.05122511610649874
457184,2025-05-19 18:30:29.126795052,1747679429.126795,0.051094984821975234
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,0.051178941746485664
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,0.05198367838747799
467808,2025-05-19 18:36:33.693484068,1747679793.693484,0.05193251591209356
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,0.05195129326872389
474784,2025-05-19 18:40:31.269820929,1747680031.269821,0.051876911258494314
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,0.05196244942091473
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,0.05127174786969342
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,0.05148018710746395
488864,2025-05-19 18:48:34.671777010,1747680514.671777,0.05077372183016426
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,0.050554102676158605
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,0.05106136966748415
499456,2025-05-19 18:54:38.140048027,1747680878.140048,0.05057762500575998
