step,walltime,_timestamp,train/loss/orientations
7424,2025-05-19 14:13:18.715891600,1747663998.7158916,1.4455031985417008
10976,2025-05-19 14:15:19.126817703,1747664119.1268177,0.4839210501528001
14528,2025-05-19 14:17:24.113776684,1747664244.1137767,0.3393979345758756
17952,2025-05-19 14:19:23.748443127,1747664363.7484431,0.3007575316163145
21408,2025-05-19 14:21:22.528584956,1747664482.528585,0.2807243145760839
24928,2025-05-19 14:23:21.808706999,1747664601.808707,0.260689144666222
28480,2025-05-19 14:25:22.201220512,1747664722.2012205,0.233239103209328
32000,2025-05-19 14:27:23.998464584,1747664843.9984646,0.21439126247370785
35520,2025-05-19 14:29:26.774660826,1747664966.7746608,0.2090486346490004
38976,2025-05-19 14:31:25.416535378,1747665085.4165354,0.19573789084744123
42496,2025-05-19 14:33:24.623862505,1747665204.6238625,0.18653307721357454
46048,2025-05-19 14:35:24.900423050,1747665324.900423,0.1789007343955942
49600,2025-05-19 14:37:30.232481480,1747665450.2324815,0.1758519195792106
53024,2025-05-19 14:39:26.302659988,1747665566.30266,0.17602149602547984
56544,2025-05-19 14:41:27.877771854,1747665687.8777719,0.16716801612214607
60064,2025-05-19 14:43:27.133195162,1747665807.1331952,0.1615125619044358
63616,2025-05-19 14:45:27.449976921,1747665927.449977,0.15642151958938386
67168,2025-05-19 14:47:32.976355791,1747666052.9763558,0.15676298892746368
70560,2025-05-19 14:49:28.066052675,1747666168.0660527,0.1534014676240677
74112,2025-05-19 14:51:29.912664413,1747666289.9126644,0.14876332523318025
77632,2025-05-19 14:53:29.301014423,1747666409.3010144,0.14246902810409665
81184,2025-05-19 14:55:33.495652914,1747666533.495653,0.1397541520596893
84608,2025-05-19 14:57:31.609487772,1747666651.6094878,0.13965108396189513
88128,2025-05-19 14:59:30.891576290,1747666770.8915763,0.13530039377510547
91680,2025-05-19 15:01:32.696574688,1747666892.6965747,0.1331121913400722
95200,2025-05-19 15:03:31.982528448,1747667011.9825284,0.1299760996956717
98752,2025-05-19 15:05:35.956784010,1747667135.956784,0.1293554388674664
102208,2025-05-19 15:07:34.754376411,1747667254.7543764,0.12801025000711283
105728,2025-05-19 15:09:34.115593433,1747667374.1155934,0.12364178861237385
109248,2025-05-19 15:11:35.514396667,1747667495.5143967,0.12093578511849046
112768,2025-05-19 15:13:38.380566597,1747667618.3805666,0.11743384035812184
116224,2025-05-19 15:15:35.537846088,1747667735.537846,0.11818184907099714
119776,2025-05-19 15:17:37.521825075,1747667857.521825,0.11425365620871654
123296,2025-05-19 15:19:36.949632168,1747667976.9496322,0.11043940189887178
126848,2025-05-19 15:21:38.916789532,1747668098.9167895,0.10706164979854145
130368,2025-05-19 15:23:42.053158283,1747668222.0531583,0.10647207010876049
133824,2025-05-19 15:25:39.286798239,1747668339.2867982,0.10682106536330173
137344,2025-05-19 15:27:40.796781063,1747668460.796781,0.10412480041215366
140864,2025-05-19 15:29:40.095939636,1747668580.0959396,0.10236829143356194
144416,2025-05-19 15:31:45.364200354,1747668705.3642004,0.09916890797264001
147840,2025-05-19 15:33:41.403523922,1747668821.403524,0.0993221148622231
151392,2025-05-19 15:35:41.824890614,1747668941.8248906,0.09799783530032581
154944,2025-05-19 15:37:43.630228281,1747669063.6302283,0.0968259896596407
158464,2025-05-19 15:39:42.913809299,1747669182.9138093,0.09416209664195777
161984,2025-05-19 15:41:47.782854080,1747669307.782854,0.09243509326638145
165408,2025-05-19 15:43:43.752321482,1747669423.7523215,0.09247606759455716
168960,2025-05-19 15:45:44.070061684,1747669544.0700617,0.09112470286168359
172512,2025-05-19 15:47:46.938723326,1747669666.9387233,0.08832253165425616
176000,2025-05-19 15:49:45.092893839,1747669785.0928938,0.08724117076981368
179552,2025-05-19 15:51:50.559637308,1747669910.5596373,0.08717846383785342
182976,2025-05-19 15:53:46.559751987,1747670026.559752,0.08638689893724344
186528,2025-05-19 15:55:46.973790169,1747670146.9737902,0.08387508270590827
190080,2025-05-19 15:57:49.351510048,1747670269.35151,0.08279365633387824
193600,2025-05-19 15:59:52.143643379,1747670392.1436434,0.08033594896762886
197056,2025-05-19 16:01:50.712171078,1747670510.712171,0.0798877685641249
200576,2025-05-19 16:03:49.956681252,1747670629.9566813,0.07875273829664696
204128,2025-05-19 16:05:50.349941730,1747670750.3499417,0.0772072629843679
207680,2025-05-19 16:07:52.163229465,1747670872.1632295,0.0750580940034811
211200,2025-05-19 16:09:54.990927219,1747670994.9909272,0.07513184729032218
214624,2025-05-19 16:11:52.929367304,1747671112.9293673,0.07451902869131381
218144,2025-05-19 16:13:52.174226761,1747671232.1742268,0.07244153062558988
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,0.07267302974454455
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,0.07072232622519001
228672,2025-05-19 16:19:53.873765945,1747671593.873766,0.07054372651015069
232224,2025-05-19 16:21:55.888797998,1747671715.888798,0.06926940321116834
235744,2025-05-19 16:23:55.148148060,1747671835.148148,0.06859695469875905
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,0.06757485683638233
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,0.06674811507046625
246240,2025-05-19 16:29:56.853270054,1747672196.85327,0.0670782219759136
249792,2025-05-19 16:31:58.693293095,1747672318.693293,0.06565865900300376
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,0.0651960523460399
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,0.06554255920026016
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,0.06520786896537713
263840,2025-05-19 16:39:59.766632080,1747672799.766632,0.06463499881581149
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,0.06368197236125442
270880,2025-05-19 16:44:00.384345055,1747673040.384345,0.06313282351686873
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,0.062166056092325096
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,0.06209695451522108
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,0.06150076902386817
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,0.05990856094495603
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,0.059073306861418214
