step,walltime,_timestamp,train/loss/value
176000,2025-05-19 15:49:45.092893839,1747669785.0928938,0.6148810280367322
179552,2025-05-19 15:51:50.559637308,1747669910.5596373,0.5736353342664672
182976,2025-05-19 15:53:46.559751987,1747670026.559752,0.5703544079839626
186528,2025-05-19 15:55:46.973790169,1747670146.9737902,0.614405500392119
190080,2025-05-19 15:57:49.351510048,1747670269.35151,0.713777863361814
193600,2025-05-19 15:59:52.143643379,1747670392.1436434,0.8349645579403097
197056,2025-05-19 16:01:50.712171078,1747670510.712171,0.96740822011122
200576,2025-05-19 16:03:49.956681252,1747670629.9566813,1.1114587360485033
204128,2025-05-19 16:05:50.349941730,1747670750.3499417,1.2191327630399584
207680,2025-05-19 16:07:52.163229465,1747670872.1632295,1.278106633070353
211200,2025-05-19 16:09:54.990927219,1747670994.9909272,1.2847324514930898
214624,2025-05-19 16:11:52.929367304,1747671112.9293673,1.2516951909132092
218144,2025-05-19 16:13:52.174226761,1747671232.1742268,1.1637883995066989
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,1.0217566792895127
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,0.8335821290273924
228672,2025-05-19 16:19:53.873765945,1747671593.873766,0.6967143474547105
232224,2025-05-19 16:21:55.888797998,1747671715.888798,0.6537795500443863
235744,2025-05-19 16:23:55.148148060,1747671835.148148,0.6276006107641892
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,0.596383880119066
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,0.579472125616965
246240,2025-05-19 16:29:56.853270054,1747672196.85327,0.5918017628620256
249792,2025-05-19 16:31:58.693293095,1747672318.693293,0.6342810080932068
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,0.6891375861384652
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,0.7682842089383451
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,0.8455133284959528
263840,2025-05-19 16:39:59.766632080,1747672799.766632,0.9082103442739357
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,0.9839772920716893
270880,2025-05-19 16:44:00.384345055,1747673040.384345,1.0312079724940386
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,1.0838421248906367
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,1.1362965310475341
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,1.1816128713163463
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,1.2161951087885075
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,1.2415079853751443
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,1.2629626724902574
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,1.2766553657912763
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,1.2826691875403577
302528,2025-05-19 17:02:06.410092115,1747674126.410092,1.2880405846748266
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,1.2863542063669724
309504,2025-05-19 17:06:06.319726944,1747674366.319727,1.2832331559448331
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,1.2752639248564437
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,1.2658414339477366
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,1.254683725602992
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,1.2350860036232254
327104,2025-05-19 17:16:09.551645041,1747674969.551645,1.220698331931123
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,1.1948943692553151
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,1.164435115321116
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,1.1364048057579779
341152,2025-05-19 17:24:12.267472029,1747675452.267472,1.1007745847384507
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,1.0712584512190775
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,1.043850203468041
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,1.0124854756349868
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,0.9663157900711438
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,0.931485655151795
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,0.8860798946640513
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,0.8407847239627494
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,0.7978315852582455
372768,2025-05-19 17:42:17.485610008,1747676537.48561,0.7398615417497181
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,0.6745196453549646
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,0.6642707125493535
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,0.6377123497627877
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,0.6000380283390934
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,0.5805328007856453
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,0.5579847656867721
397440,2025-05-19 17:56:20.014700890,1747677380.014701,0.5369177712379275
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,0.5328438734753175
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,0.5300754774535927
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,0.5370900837687759
411488,2025-05-19 18:04:22.756731033,1747677862.756731,0.5472759551622651
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,0.5710945066635136
418592,2025-05-19 18:08:28.063162088,1747678108.063162,0.6015843502371698
422016,2025-05-19 18:10:24.031040907,1747678224.031041,0.6268133512724225
425568,2025-05-19 18:12:26.214601040,1747678346.214601,0.6483152126138275
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,0.6714067730713974
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,0.693647442033162
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,0.7047371397818532
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,0.729929182365119
443168,2025-05-19 18:22:28.293231010,1747678948.293231,0.7651615910701923
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,0.7950833361257207
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,0.8312011454422195
453664,2025-05-19 18:28:29.870342970,1747679309.870343,0.8636352369718463
457184,2025-05-19 18:30:29.126795052,1747679429.126795,0.8836725043979559
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,0.9104306789803075
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,0.9420095215466889
467808,2025-05-19 18:36:33.693484068,1747679793.693484,0.96434171303167
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,0.9961730224528799
474784,2025-05-19 18:40:31.269820929,1747680031.269821,1.021011341769587
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,1.0396199780138764
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,1.0617632785981352
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,1.081165835192358
488864,2025-05-19 18:48:34.671777010,1747680514.671777,1.1021127773969024
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,1.122502107985995
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,1.1384297914064683
499456,2025-05-19 18:54:38.140048027,1747680878.140048,1.149586640975692
