step,walltime,_timestamp,train/loss/image
309504,2025-05-19 17:06:06.319726944,1747674366.319727,10.614252938164604
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,10.573989828427633
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,10.474913561886007
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,10.354766048289633
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,10.356941600279374
327104,2025-05-19 17:16:09.551645041,1747674969.551645,10.472410131383825
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,10.322370049115774
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,10.220673358440399
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,10.174131509420034
341152,2025-05-19 17:24:12.267472029,1747675452.267472,10.150712368087234
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,10.13260859358418
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,10.08482079072432
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,10.01707983342084
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,9.931415522420728
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,10.050969083175481
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,9.859889716178447
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,9.84889151652654
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,9.736716095967726
372768,2025-05-19 17:42:17.485610008,1747676537.48561,9.799369787501398
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,9.674510926550084
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,9.585213411498714
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,9.640541703851373
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,9.594097326018593
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,9.603579295454201
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,9.583498314835808
397440,2025-05-19 17:56:20.014700890,1747677380.014701,9.477348513431377
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,9.431201260369104
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,9.48054866701643
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,9.406559902805466
411488,2025-05-19 18:04:22.756731033,1747677862.756731,9.329217367280613
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,9.215308948680088
418592,2025-05-19 18:08:28.063162088,1747678108.063162,9.211554415054149
422016,2025-05-19 18:10:24.031040907,1747678224.031041,9.253182190043903
425568,2025-05-19 18:12:26.214601040,1747678346.214601,9.167443997688121
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,9.101572792638432
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,9.00567595217679
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,9.084031514756314
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,9.056881040056176
443168,2025-05-19 18:22:28.293231010,1747678948.293231,9.034324142309996
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,8.958653936060992
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,8.872631987472912
453664,2025-05-19 18:28:29.870342970,1747679309.870343,8.93655373949871
457184,2025-05-19 18:30:29.126795052,1747679429.126795,9.01995781768452
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,8.884077617713997
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,8.83718846169385
467808,2025-05-19 18:36:33.693484068,1747679793.693484,8.833202914611713
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,8.873470457615676
474784,2025-05-19 18:40:31.269820929,1747680031.269821,8.708357753536918
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,8.673889645585069
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,8.56000581166961
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,8.79871362834065
488864,2025-05-19 18:48:34.671777010,1747680514.671777,8.68953517643181
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,8.657922129739415
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,8.64649720610799
499456,2025-05-19 18:54:38.140048027,1747680878.140048,8.600534903461282
