step,walltime,_timestamp,train/loss/con
176000,2025-05-19 15:49:45.092893839,1747669785.0928938,0.020440610033810275
179552,2025-05-19 15:51:50.559637308,1747669910.5596373,0.02044061038995514
182976,2025-05-19 15:53:46.559751987,1747670026.559752,0.020440609949405924
186528,2025-05-19 15:55:46.973790169,1747670146.9737902,0.020440610155026923
190080,2025-05-19 15:57:49.351510048,1747670269.35151,0.020440610173905083
193600,2025-05-19 15:59:52.143643379,1747670392.1436434,0.020440610366958108
197056,2025-05-19 16:01:50.712171078,1747670510.712171,0.020440609905765288
200576,2025-05-19 16:03:49.956681252,1747670629.9566813,0.02044061028229242
204128,2025-05-19 16:05:50.349941730,1747670750.3499417,0.02044061007112399
207680,2025-05-19 16:07:52.163229465,1747670872.1632295,0.020440609968342894
211200,2025-05-19 16:09:54.990927219,1747670994.9909272,0.020440609897063537
214624,2025-05-19 16:11:52.929367304,1747671112.9293673,0.020440610256220137
218144,2025-05-19 16:13:52.174226761,1747671232.1742268,0.020440609778531574
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,0.020440610062733695
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,0.020440609959952602
228672,2025-05-19 16:19:53.873765945,1747671593.873766,0.02044061004950134
232224,2025-05-19 16:21:55.888797998,1747671715.888798,0.02044061032702794
235744,2025-05-19 16:23:55.148148060,1747671835.148148,0.020440610144710675
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,0.020440610241027432
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,0.020440609779561292
246240,2025-05-19 16:29:56.853270054,1747672196.85327,0.020440609976297843
249792,2025-05-19 16:31:58.693293095,1747672318.693293,0.02044061018439295
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,0.02044060998596251
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,0.02044061009629487
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,0.020440609955349593
263840,2025-05-19 16:39:59.766632080,1747672799.766632,0.020440610000779007
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,0.020440610242076218
270880,2025-05-19 16:44:00.384345055,1747673040.384345,0.020440610021945426
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,0.020440610035465243
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,0.020440609862648503
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,0.020440609886480325
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,0.020440609867659373
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,0.020440610085444694
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,0.020440610062733695
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,0.020440609892830253
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,0.020440609884363685
302528,2025-05-19 17:02:06.410092115,1747674126.410092,0.020440610232637137
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,0.02044060993727974
309504,2025-05-19 17:06:06.319726944,1747674366.319727,0.020440609916544485
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,0.020440610069026414
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,0.02044060988859697
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,0.020440610039660388
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,0.020440609839914196
327104,2025-05-19 17:16:09.551645041,1747674969.551645,0.020440609892830253
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,0.020440610085807002
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,0.020440609820864417
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,0.020440609907513268
341152,2025-05-19 17:24:12.267472029,1747675452.267472,0.020440609964637833
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,0.02044061001029436
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,0.0204406098250977
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,0.020440609897063537
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,0.020440610062733695
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,0.02044060978838286
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,0.02044060990961084
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,0.020440610157124495
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,0.02044060992881317
372768,2025-05-19 17:42:17.485610008,1747676537.48561,0.020440610021213505
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,0.02044061011719433
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,0.020440609901220545
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,0.020440609928489
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,0.020440609935163098
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,0.020440610321842273
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,0.02044060997749594
397440,2025-05-19 17:56:20.014700890,1747677380.014701,0.020440609779561292
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,0.020440609861366654
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,0.020440609849310506
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,0.02044061011517303
411488,2025-05-19 18:04:22.756731033,1747677862.756731,0.020440609998662363
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,0.020440609865561798
418592,2025-05-19 18:08:28.063162088,1747678108.063162,0.020440609987221053
422016,2025-05-19 18:10:24.031040907,1747678224.031041,0.02044060986236643
425568,2025-05-19 18:12:26.214601040,1747678346.214601,0.020440609894927825
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,0.02044060981451449
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,0.020440609993513773
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,0.020440609976733186
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,0.020440610267100073
443168,2025-05-19 18:22:28.293231010,1747678948.293231,0.020440609743902542
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,0.020440609767948363
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,0.020440609964147746
453664,2025-05-19 18:28:29.870342970,1747679309.870343,0.020440609940701973
457184,2025-05-19 18:30:29.126795052,1747679429.126795,0.020440610096027906
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,0.020440609855073934
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,0.020440609865313902
467808,2025-05-19 18:36:33.693484068,1747679793.693484,0.02044061009000215
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,0.020440609951037914
474784,2025-05-19 18:40:31.269820929,1747680031.269821,0.020440609664232893
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,0.020440609980928334
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,0.020440610108727757
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,0.02044060983893427
488864,2025-05-19 18:48:34.671777010,1747680514.671777,0.020440610045953107
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,0.020440609731965445
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,0.02044060991590356
499456,2025-05-19 18:54:38.140048027,1747680878.140048,0.02044061051300642
