step,walltime,_timestamp,train/ret_max
302528,2025-05-19 17:02:06.410092115,1747674126.410092,1.0695290129866686
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,1.0662420701574196
309504,2025-05-19 17:06:06.319726944,1747674366.319727,1.064214239379874
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,1.064700373456822
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,1.0646579900248485
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,1.066143771012624
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,1.0643861879001963
327104,2025-05-19 17:16:09.551645041,1747674969.551645,1.0622781709664397
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,1.0652947041902456
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,1.064187698879025
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,1.063100493840269
341152,2025-05-19 17:24:12.267472029,1747675452.267472,1.064051551518039
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,1.0616185800717757
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,1.0609371481971308
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,1.0581768747080456
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,1.0592529536099047
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,1.0568102291811292
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,1.056066960633338
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,1.0544535890892819
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,1.054107548973777
372768,2025-05-19 17:42:17.485610008,1747676537.48561,1.0514988425736116
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,1.0480300319465723
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,1.0432240632069003
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,1.0429387577213682
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,1.0486067521301183
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,1.0758635029886607
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,1.1069181973961266
397440,2025-05-19 17:56:20.014700890,1747677380.014701,1.094341254784717
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,1.0723861063251625
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,1.0590899352019079
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,1.0637469515875653
411488,2025-05-19 18:04:22.756731033,1747677862.756731,1.0626517876982688
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,1.0675839841500059
418592,2025-05-19 18:08:28.063162088,1747678108.063162,1.0656762993013538
422016,2025-05-19 18:10:24.031040907,1747678224.031041,1.0632112604156834
425568,2025-05-19 18:12:26.214601040,1747678346.214601,1.0618770295703732
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,1.060755043612285
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,1.059401314873416
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,1.0599233269825712
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,1.0617660742914565
443168,2025-05-19 18:22:28.293231010,1747678948.293231,1.0614895915260185
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,1.0638272913342173
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,1.0633565133756346
453664,2025-05-19 18:28:29.870342970,1747679309.870343,1.0638008217248962
457184,2025-05-19 18:30:29.126795052,1747679429.126795,1.062995466996323
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,1.066344517778169
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,1.064458894594149
467808,2025-05-19 18:36:33.693484068,1747679793.693484,1.0647616698532492
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,1.066444678645995
474784,2025-05-19 18:40:31.269820929,1747680031.269821,1.0653725116767667
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,1.0632997543827907
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,1.0657494592395695
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,1.0652046100822863
488864,2025-05-19 18:48:34.671777010,1747680514.671777,1.0645031861222543
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,1.0646826135163958
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,1.0644921389248994
499456,2025-05-19 18:54:38.140048027,1747680878.140048,1.0662793030115691
