step,walltime,_timestamp,train/loss/rep
309504,2025-05-19 17:06:06.319726944,1747674366.319727,8.044507095107326
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,7.973443931287473
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,7.9989731745286425
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,8.024905268136445
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,7.9507890750061385
327104,2025-05-19 17:16:09.551645041,1747674969.551645,7.9957086515647395
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,7.978953083356221
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,7.990838488123634
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,7.967829886320475
341152,2025-05-19 17:24:12.267472029,1747675452.267472,8.02708153635542
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,7.9741172065605985
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,7.971567802537571
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,8.016607478531924
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,7.895103829938012
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,7.99011248461554
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,7.968985786309114
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,7.934716113515802
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,7.930252045934851
372768,2025-05-19 17:42:17.485610008,1747676537.48561,7.9753810384563195
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,7.90324609929865
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,7.878353666077863
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,7.955447681852289
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,7.8925237633965235
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,7.919640214354904
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,7.913009630008177
397440,2025-05-19 17:56:20.014700890,1747677380.014701,7.847062856227428
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,7.817892868239601
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,7.90929048696411
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,7.828491048769908
411488,2025-05-19 18:04:22.756731033,1747677862.756731,7.810778739777478
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,7.813450874509038
418592,2025-05-19 18:08:28.063162088,1747678108.063162,7.8028167319727375
422016,2025-05-19 18:10:24.031040907,1747678224.031041,7.8374421674514485
425568,2025-05-19 18:12:26.214601040,1747678346.214601,7.828240750072239
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,7.7313661011782555
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,7.675950716207693
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,7.78128543469283
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,7.778202533721924
443168,2025-05-19 18:22:28.293231010,1747678948.293231,7.7685107422304585
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,7.6734152880581945
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,7.696930697372368
453664,2025-05-19 18:28:29.870342970,1747679309.870343,7.696292164726792
457184,2025-05-19 18:30:29.126795052,1747679429.126795,7.7163759957660325
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,7.620841895137821
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,7.682562303543091
467808,2025-05-19 18:36:33.693484068,1747679793.693484,7.619839930319571
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,7.674502194479659
474784,2025-05-19 18:40:31.269820929,1747680031.269821,7.670480468056419
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,7.595200236853178
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,7.565653330629522
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,7.6954131291972265
488864,2025-05-19 18:48:34.671777010,1747680514.671777,7.622784275729377
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,7.5756452489982955
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,7.542175586159165
499456,2025-05-19 18:54:38.140048027,1747680878.140048,7.5411298806017095
